Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
497857,21182,,-18,2010-02-12 16:48:00,0.0,,United Kingdom
497858,35925,,-18,2010-02-12 16:48:00,0.0,,United Kingdom
497859,37477D,,-9,2010-02-12 16:49:00,0.0,,United Kingdom
497860,84608,,-18,2010-02-12 16:51:00,0.0,,United Kingdom
497861,84705A,,-5,2010-02-12 16:52:00,0.0,,United Kingdom
497862,85018A,,-6,2010-02-12 16:53:00,0.0,,United Kingdom
497863,21008,,-19,2010-02-12 16:53:00,0.0,,United Kingdom
497867,82069,,-5,2010-02-12 16:54:00,0.0,,United Kingdom
497864,21729,,-190,2010-02-12 16:54:00,0.0,,United Kingdom
497866,72799A,,19,2010-02-12 16:54:00,0.0,,United Kingdom
497865,21729,,171,2010-02-12 16:54:00,0.0,,United Kingdom
497869,90060B,,-4,2010-02-12 16:55:00,0.0,,United Kingdom
497870,20987,,-20,2010-02-12 16:55:00,0.0,,United Kingdom
497868,84706B,,-19,2010-02-12 16:55:00,0.0,,United Kingdom
497872,22142,,-20,2010-02-12 16:56:00,0.0,,United Kingdom
497871,21347,,-17,2010-02-12 16:56:00,0.0,,United Kingdom
497945,47503F,,270,2010-02-15 11:55:00,0.0,,United Kingdom
497989,21891,,-108,2010-02-15 14:16:00,0.0,,United Kingdom
497994,84680,damages?,-46,2010-02-15 14:17:00,0.0,,United Kingdom
498016,17012E,,-10,2010-02-15 16:11:00,0.0,,United Kingdom
498024,20747,,128,2010-02-15 17:15:00,0.0,,United Kingdom
498030,84402C,,-20,2010-02-16 09:53:00,0.0,,United Kingdom
498031,21838,,-21,2010-02-16 09:58:00,0.0,,United Kingdom
498032,90109,,-21,2010-02-16 10:05:00,0.0,,United Kingdom
498033,22296,,-20,2010-02-16 10:06:00,0.0,,United Kingdom
498034,35978,damages,-22,2010-02-16 10:08:00,0.0,,United Kingdom
498036,16161N,,-23,2010-02-16 10:10:00,0.0,,United Kingdom
498038,35975A,,-23,2010-02-16 10:14:00,0.0,,United Kingdom
498039,85049G,,-20,2010-02-16 10:17:00,0.0,,United Kingdom
498056,90025A,,-4,2010-02-16 12:11:00,0.0,,United Kingdom
498058,84845C,,30,2010-02-16 12:12:00,0.0,,United Kingdom
498057,84845C,,-15,2010-02-16 12:12:00,0.0,,United Kingdom
498059,84845D,,3,2010-02-16 12:12:00,0.0,,United Kingdom
498061,84964B,,-2,2010-02-16 12:14:00,0.0,,United Kingdom
498062,90172,,-20,2010-02-16 12:15:00,0.0,,United Kingdom
498063,17011D,,-4,2010-02-16 12:16:00,0.0,,United Kingdom
498065,21760,,-2,2010-02-16 12:16:00,0.0,,United Kingdom
498064,20899,,3,2010-02-16 12:16:00,0.0,,United Kingdom
498067,35839,,-21,2010-02-16 12:17:00,0.0,,United Kingdom
498066,35608C,,-21,2010-02-16 12:17:00,0.0,,United Kingdom
498069,72751C,,-17,2010-02-16 12:18:00,0.0,,United Kingdom
498068,37462E,,115,2010-02-16 12:18:00,0.0,,United Kingdom
498072,84440B,,-21,2010-02-16 12:19:00,0.0,,United Kingdom
498073,84621,,-2,2010-02-16 12:19:00,0.0,,United Kingdom
498071,84200,,-21,2010-02-16 12:19:00,0.0,,United Kingdom
498075,90084,,-5,2010-02-16 12:20:00,0.0,,United Kingdom
498074,85037,,-21,2010-02-16 12:20:00,0.0,,United Kingdom
498077,35608A,,-22,2010-02-16 12:21:00,0.0,,United Kingdom
498076,20882,,-22,2010-02-16 12:21:00,0.0,,United Kingdom
498080,77079,,30,2010-02-16 12:22:00,0.0,,United Kingdom
498081,84311,,-22,2010-02-16 12:22:00,0.0,,United Kingdom
498079,37488A,,10,2010-02-16 12:22:00,0.0,,United Kingdom
498082,84965A,,-2,2010-02-16 12:23:00,0.0,,United Kingdom
498083,16201C,,-23,2010-02-16 12:23:00,0.0,,United Kingdom
498084,21266,,-23,2010-02-16 12:23:00,0.0,,United Kingdom
498085,35471B,,-23,2010-02-16 12:24:00,0.0,,United Kingdom
498086,72799B,,-23,2010-02-16 12:24:00,0.0,,United Kingdom
498087,79321,,1,2010-02-16 12:26:00,0.0,,United Kingdom
498088,44217M,,1,2010-02-16 12:26:00,0.0,,United Kingdom
498144,21701,No Stock,-82,2010-02-17 10:04:00,0.0,,United Kingdom
498146,21702,No Stock,-377,2010-02-17 10:08:00,0.0,,United Kingdom
498147,85218,No Stock,-451,2010-02-17 10:12:00,0.0,,United Kingdom
498148,21699,,-152,2010-02-17 10:12:00,0.0,,United Kingdom
498267,21396,,-342,2010-02-17 14:59:00,0.0,,United Kingdom
498287,47583A,,-5,2010-02-17 16:54:00,0.0,,United Kingdom
498289,47583B,,-12,2010-02-17 16:55:00,0.0,,United Kingdom
498393,22432,,4200,2010-02-18 15:09:00,0.0,,United Kingdom
498394,22433,my error - connor,-4200,2010-02-18 15:10:00,0.0,,United Kingdom
498503,37450,missing,-210,2010-02-19 11:11:00,0.0,,United Kingdom
498512,21217,,-45,2010-02-19 12:05:00,0.0,,United Kingdom
498620,85114C,,60,2010-02-22 10:37:00,0.0,,United Kingdom
498623,82553,,1,2010-02-22 10:38:00,0.0,,United Kingdom
498621,22197,,5,2010-02-22 10:38:00,0.0,,United Kingdom
498624,21477,,1,2010-02-22 10:39:00,0.0,,United Kingdom
498625,16169D,,-24,2010-02-22 10:41:00,0.0,,United Kingdom
498688,84616,,-2,2010-02-22 11:37:00,0.0,,United Kingdom
498692,84472,,-3,2010-02-22 11:38:00,0.0,,United Kingdom
498693,84653,,-3,2010-02-22 11:38:00,0.0,,United Kingdom
498689,84909A,,-4,2010-02-22 11:38:00,0.0,,United Kingdom
498695,82482,,-53,2010-02-22 12:03:00,0.0,,United Kingdom
498698,DCGS0053,,-2,2010-02-22 12:29:00,0.0,,United Kingdom
498699,DCGS0004,,-2,2010-02-22 12:32:00,0.0,,United Kingdom
498700,DCGS0062,,-1,2010-02-22 12:34:00,0.0,,United Kingdom
498701,DCGS0037,,-1,2010-02-22 12:35:00,0.0,,United Kingdom
498702,20954,,-2,2010-02-22 12:36:00,0.0,,United Kingdom
498707,21119,,-1,2010-02-22 12:48:00,0.0,,United Kingdom
498710,21858,,-3,2010-02-22 12:55:00,0.0,,United Kingdom
498711,21857,,-1,2010-02-22 12:55:00,0.0,,United Kingdom
498712,21919,,-1,2010-02-22 12:56:00,0.0,,United Kingdom
498727,46000P,,5,2010-02-22 15:39:00,0.0,,United Kingdom
498730,84997D,,-170,2010-02-22 15:39:00,0.0,,United Kingdom
498731,46000M,Dotcom,-100,2010-02-22 15:40:00,0.0,,United Kingdom
498733,21527,,-142,2010-02-22 15:51:00,0.0,,United Kingdom
498747,16044,,96,2010-02-22 16:41:00,0.0,,United Kingdom
498748,21984,,23,2010-02-22 16:42:00,0.0,,United Kingdom
498749,84288B,,22,2010-02-22 16:42:00,0.0,,United Kingdom
498750,90002A,,7,2010-02-22 16:43:00,0.0,,United Kingdom
498751,35001B,,7,2010-02-22 16:43:00,0.0,,United Kingdom
498752,21309,,1,2010-02-22 16:43:00,0.0,,United Kingdom
498753,84464,,3,2010-02-22 16:43:00,0.0,,United Kingdom
498754,21256,,2,2010-02-22 16:44:00,0.0,,United Kingdom
498755,20672,,1,2010-02-22 16:44:00,0.0,,United Kingdom
498771,21019,,-25,2010-02-23 10:09:00,0.0,,United Kingdom
498772,35940,,-25,2010-02-23 10:11:00,0.0,,United Kingdom
498773,35941,,-25,2010-02-23 10:11:00,0.0,,United Kingdom
498775,20944,,-26,2010-02-23 10:19:00,0.0,,United Kingdom
498780,46000S,POLYESTER FILLER PAD 40x40cm,400,2010-02-23 10:50:00,0.0,,United Kingdom
498780,37481,CUBIC MUG TEATIME CAKES,6,2010-02-23 10:50:00,0.0,,United Kingdom
498855,20988,,-26,2010-02-23 12:18:00,0.0,,United Kingdom
498856,84396,,-110,2010-02-23 12:19:00,0.0,,United Kingdom
498857,17091F,,-25,2010-02-23 12:20:00,0.0,,United Kingdom
498858,21177,,-24,2010-02-23 12:20:00,0.0,,United Kingdom
498859,21842,,-20,2010-02-23 12:21:00,0.0,,United Kingdom
498860,21778,,-25,2010-02-23 12:22:00,0.0,,United Kingdom
498861,21780,,-25,2010-02-23 12:23:00,0.0,,United Kingdom
498862,35976B,,-25,2010-02-23 12:23:00,0.0,,United Kingdom
498863,84690,,-10,2010-02-23 12:24:00,0.0,,United Kingdom
498866,16243A,,-26,2010-02-23 12:25:00,0.0,,United Kingdom
498864,84705D,,-6,2010-02-23 12:25:00,0.0,,United Kingdom
498865,16207B,,5,2010-02-23 12:25:00,0.0,,United Kingdom
498868,20680,,-26,2010-02-23 12:26:00,0.0,,United Kingdom
498867,16245A,,-14,2010-02-23 12:26:00,0.0,,United Kingdom
498869,20994,,-26,2010-02-23 12:26:00,0.0,,United Kingdom
498870,21674,,-7,2010-02-23 12:27:00,0.0,,United Kingdom
498871,62097B,,-8,2010-02-23 12:27:00,0.0,,United Kingdom
498872,72821,,-2,2010-02-23 12:27:00,0.0,,United Kingdom
498874,21341,,-27,2010-02-23 12:28:00,0.0,,United Kingdom
498875,15056P,,25,2010-02-23 12:28:00,0.0,,United Kingdom
498873,84963A,,-2,2010-02-23 12:28:00,0.0,,United Kingdom
498876,20858,,-28,2010-02-23 12:29:00,0.0,,United Kingdom
498881,15056BL,,90,2010-02-23 12:52:00,0.0,,United Kingdom
498882,20679,,-120,2010-02-23 12:52:00,0.0,,United Kingdom
498883,20951,,-352,2010-02-23 12:54:00,0.0,,United Kingdom
498885,20952,,-128,2010-02-23 12:55:00,0.0,,United Kingdom
498887,20679,?,-330,2010-02-23 13:04:00,0.0,,United Kingdom
498888,15056N,wedding co returns?,-700,2010-02-23 13:08:00,0.0,,United Kingdom
498932,82081,,-4,2010-02-24 10:24:00,0.0,,United Kingdom
498930,72754A,damaged,-62,2010-02-24 10:24:00,0.0,,United Kingdom
498933,84396,,-51,2010-02-24 10:28:00,0.0,,United Kingdom
498940,72728,,347,2010-02-24 10:58:00,0.0,,United Kingdom
498941,21387,,28,2010-02-24 11:00:00,0.0,,United Kingdom
498942,37485,,1,2010-02-24 11:00:00,0.0,,United Kingdom
499034,85219,,-118,2010-02-24 12:53:00,0.0,,United Kingdom
499040,DCGSSBOY,,-90,2010-02-24 13:16:00,0.0,,United Kingdom
499042,DCGSLGIRL,,-57,2010-02-24 13:31:00,0.0,,United Kingdom
499041,71431,,-60,2010-02-24 13:31:00,0.0,,United Kingdom
499046,79071A,,-43,2010-02-24 13:36:00,0.0,,United Kingdom
499047,45007B,,-43,2010-02-24 13:37:00,0.0,,United Kingdom
499049,84010,,-38,2010-02-24 13:38:00,0.0,,United Kingdom
499048,37490D,,-40,2010-02-24 13:38:00,0.0,,United Kingdom
499050,35763,,-36,2010-02-24 13:39:00,0.0,,United Kingdom
499051,35632A,,-34,2010-02-24 13:40:00,0.0,,United Kingdom
499052,17160,,-34,2010-02-24 13:40:00,0.0,,United Kingdom
499053,21020,,-33,2010-02-24 13:41:00,0.0,,United Kingdom
499054,85085A,,-30,2010-02-24 13:44:00,0.0,,United Kingdom
499055,35992,,-30,2010-02-24 13:45:00,0.0,,United Kingdom
499124,84760L,,-54,2010-02-24 16:23:00,0.0,,United Kingdom
499125,17010S,,-146,2010-02-24 16:24:00,0.0,,United Kingdom
499126,85223,,-129,2010-02-24 16:25:00,0.0,,United Kingdom
499127,84877A,,-22,2010-02-24 16:26:00,0.0,,United Kingdom
499128,35993,,-115,2010-02-24 16:26:00,0.0,,United Kingdom
499129,72226D,,-106,2010-02-24 16:27:00,0.0,,United Kingdom
499131,17084F,,-50,2010-02-24 16:28:00,0.0,,United Kingdom
499130,17084G,,-95,2010-02-24 16:28:00,0.0,,United Kingdom
499132,17014F,,-29,2010-02-24 16:29:00,0.0,,United Kingdom
499133,17014B,,-48,2010-02-24 16:29:00,0.0,,United Kingdom
499134,21095,,140,2010-02-24 16:30:00,0.0,,United Kingdom
499135,84224,,-69,2010-02-24 16:30:00,0.0,,United Kingdom
499136,85192S,,-63,2010-02-24 16:31:00,0.0,,United Kingdom
499137,85231A,,-60,2010-02-24 16:32:00,0.0,,United Kingdom
499138,84439B,,-60,2010-02-24 16:33:00,0.0,,United Kingdom
499139,17013E,,-56,2010-02-24 16:34:00,0.0,,United Kingdom
499140,79140,,-18,2010-02-24 16:34:00,0.0,,United Kingdom
499141,79142,,-30,2010-02-24 16:34:00,0.0,,United Kingdom
499145,21585,,-43,2010-02-24 16:35:00,0.0,,United Kingdom
499144,21583,,-50,2010-02-24 16:35:00,0.0,,United Kingdom
499147,21582,,-38,2010-02-24 16:35:00,0.0,,United Kingdom
499149,84389,,-47,2010-02-24 16:36:00,0.0,,United Kingdom
499151,71101A,,-43,2010-02-24 16:40:00,0.0,,United Kingdom
499152,35631B,,-32,2010-02-24 16:41:00,0.0,,United Kingdom
499153,90111,,-29,2010-02-24 16:41:00,0.0,,United Kingdom
499154,90110,,-61,2010-02-24 16:42:00,0.0,,United Kingdom
499156,85050,,-29,2010-02-24 16:42:00,0.0,,United Kingdom
499157,84444C,,-29,2010-02-24 16:43:00,0.0,,United Kingdom
499158,22022,,-28,2010-02-24 16:44:00,0.0,,United Kingdom
499159,72754B,,-44,2010-02-24 16:51:00,0.0,,United Kingdom
499241,21387,,16,2010-02-25 13:24:00,0.0,,United Kingdom
499268,20715,,-455,2010-02-25 16:02:00,0.0,,United Kingdom
499309,17129D,,-212,2010-02-26 10:23:00,0.0,,United Kingdom
499310,17129C,,-30,2010-02-26 10:24:00,0.0,,United Kingdom
499311,17129F,,-120,2010-02-26 10:25:00,0.0,,United Kingdom
499371,84782B,"damages, lost bits etc",-46,2010-02-26 11:51:00,0.0,,United Kingdom
499372,84782C,,-14,2010-02-26 11:51:00,0.0,,United Kingdom
499373,84782A,"damages, lost bits etc",-20,2010-02-26 11:52:00,0.0,,United Kingdom
499407,72732,,2472,2010-02-26 14:58:00,0.0,,United Kingdom
499409,72759,,524,2010-02-26 14:59:00,0.0,,United Kingdom
499412,72760B,,-30,2010-02-26 15:27:00,0.0,,United Kingdom
499414,21300,,-17,2010-02-26 16:14:00,0.0,,United Kingdom
499416,21298,,-15,2010-02-26 16:15:00,0.0,,United Kingdom
499415,21299,,-8,2010-02-26 16:15:00,0.0,,United Kingdom
499417,82585,,-90,2010-02-26 16:16:00,0.0,,United Kingdom
499418,21697,,-499,2010-02-26 16:19:00,0.0,,United Kingdom
499449,20833,,-11,2010-02-26 17:30:00,0.0,,United Kingdom
499518,37410,damages,-355,2010-03-01 10:02:00,0.0,,United Kingdom
499522,37410,,36,2010-03-01 10:16:00,0.0,,United Kingdom
499598,85198,,-200,2010-03-01 12:33:00,0.0,,United Kingdom
499599,85197,,-70,2010-03-01 12:33:00,0.0,,United Kingdom
499600,35920,,-10,2010-03-01 12:34:00,0.0,,United Kingdom
499602,47504E,,-280,2010-03-01 12:35:00,0.0,,United Kingdom
499603,47503K,,-240,2010-03-01 12:35:00,0.0,,United Kingdom
499606,20730,,-240,2010-03-01 12:36:00,0.0,,United Kingdom
499605,20657,,-16,2010-03-01 12:36:00,0.0,,United Kingdom
499607,20729,,-420,2010-03-01 12:37:00,0.0,,United Kingdom
499608,20851,,-30,2010-03-01 12:37:00,0.0,,United Kingdom
499609,20849,,20,2010-03-01 12:38:00,0.0,,United Kingdom
499610,20778,,-10,2010-03-01 12:38:00,0.0,,United Kingdom
499611,20777,,-16,2010-03-01 12:38:00,0.0,,United Kingdom
499612,20776,,7,2010-03-01 12:39:00,0.0,,United Kingdom
499614,20774,,30,2010-03-01 12:39:00,0.0,,United Kingdom
499613,20775,,60,2010-03-01 12:39:00,0.0,,United Kingdom
499615,20773,,-26,2010-03-01 12:40:00,0.0,,United Kingdom
499616,20731,,46,2010-03-01 12:40:00,0.0,,United Kingdom
499617,20760,,-150,2010-03-01 12:40:00,0.0,,United Kingdom
499618,21553,,24,2010-03-01 12:42:00,0.0,,United Kingdom
499627,21255,,-130,2010-03-01 13:14:00,0.0,,United Kingdom
499626,84893,,-17,2010-03-01 13:14:00,0.0,,United Kingdom
499634,21303,,-10,2010-03-01 13:35:00,0.0,,United Kingdom
499658,21303,,-6,2010-03-01 15:04:00,0.0,,United Kingdom
499661,22295,,2,2010-03-01 15:16:00,0.0,,United Kingdom
499662,90111,,1,2010-03-01 15:18:00,0.0,,United Kingdom
499667,84227,,43,2010-03-01 15:53:00,0.0,,United Kingdom
499666,21396,,288,2010-03-01 15:53:00,0.0,,United Kingdom
499670,21623,,1,2010-03-01 15:55:00,0.0,,United Kingdom
499669,21340,,1,2010-03-01 15:55:00,0.0,,United Kingdom
499671,22139,,1,2010-03-01 15:55:00,0.0,,United Kingdom
499668,71477,,3,2010-03-01 15:55:00,0.0,,United Kingdom
499673,84706A,,1,2010-03-01 15:56:00,0.0,,United Kingdom
499672,84520D,,1,2010-03-01 15:56:00,0.0,,United Kingdom
499719,84623,,-26,2010-03-02 11:04:00,0.0,,United Kingdom
499755,72750C,,8,2010-03-02 12:09:00,0.0,,United Kingdom
499766,46000M,,-89,2010-03-02 13:19:00,0.0,,United Kingdom
499767,46000S,,-20,2010-03-02 13:19:00,0.0,,United Kingdom
499803,72781,,-25,2010-03-02 15:46:00,0.0,,United Kingdom
499802,84619,,-3,2010-03-02 15:46:00,0.0,,United Kingdom
499805,84977,,-34,2010-03-02 15:47:00,0.0,,United Kingdom
499804,21274,,-12,2010-03-02 15:47:00,0.0,,United Kingdom
499807,21340,,4,2010-03-02 15:48:00,0.0,,United Kingdom
499806,84947,,24,2010-03-02 15:48:00,0.0,,United Kingdom
499809,21428,,-52,2010-03-02 15:51:00,0.0,,United Kingdom
499810,21768,,-10,2010-03-02 15:52:00,0.0,,United Kingdom
499811,22077,,-126,2010-03-02 15:53:00,0.0,,United Kingdom
499812,84007,,-93,2010-03-02 15:54:00,0.0,,United Kingdom
499813,85014C,,-299,2010-03-02 15:56:00,0.0,,United Kingdom
499815,20693,,-24,2010-03-02 15:57:00,0.0,,United Kingdom
499816,22024,,-40,2010-03-02 15:57:00,0.0,,United Kingdom
499814,16161E,,-245,2010-03-02 15:57:00,0.0,,United Kingdom
499817,84559D,,-85,2010-03-02 15:58:00,0.0,,United Kingdom
499820,84559D,,-12,2010-03-02 16:09:00,0.0,,United Kingdom
499822,84971L,,-109,2010-03-02 16:10:00,0.0,,United Kingdom
499823,21669,,-31,2010-03-02 16:10:00,0.0,,United Kingdom
499824,21173,,-78,2010-03-02 16:10:00,0.0,,United Kingdom
499825,21160,,-40,2010-03-02 16:11:00,0.0,,United Kingdom
499826,21668,,-33,2010-03-02 16:11:00,0.0,,United Kingdom
499828,84854,,-198,2010-03-02 16:12:00,0.0,,United Kingdom
499829,84865,,-17,2010-03-02 16:12:00,0.0,,United Kingdom
499830,85113,,-60,2010-03-02 16:13:00,0.0,,United Kingdom
499831,10138,,-283,2010-03-02 16:13:00,0.0,,United Kingdom
499833,37494A,,-14,2010-03-02 16:14:00,0.0,,United Kingdom
499835,21837,,-19,2010-03-02 16:15:00,0.0,,United Kingdom
499834,47598,,-40,2010-03-02 16:15:00,0.0,,United Kingdom
499837,21644,,-100,2010-03-02 16:16:00,0.0,,United Kingdom
499836,21004,,-40,2010-03-02 16:16:00,0.0,,United Kingdom
499838,82613A,,-200,2010-03-02 16:16:00,0.0,,United Kingdom
499839,22657,,5,2010-03-02 16:17:00,0.0,,United Kingdom
499840,84219,,7,2010-03-02 16:18:00,0.0,,United Kingdom
499843,20958,,-97,2010-03-02 16:19:00,0.0,,United Kingdom
499841,84535A,,-12,2010-03-02 16:19:00,0.0,,United Kingdom
499842,84535A,,-108,2010-03-02 16:19:00,0.0,,United Kingdom
499844,20952,,40,2010-03-02 16:19:00,0.0,,United Kingdom
499845,85112,,-338,2010-03-02 16:20:00,0.0,,United Kingdom
499846,21307,,-47,2010-03-02 16:20:00,0.0,,United Kingdom
499847,85129A,,-57,2010-03-02 16:20:00,0.0,,United Kingdom
499848,85129C,,-30,2010-03-02 16:21:00,0.0,,United Kingdom
499860,84997A,,1,2010-03-02 17:09:00,0.0,,United Kingdom
499863,21984,,1,2010-03-02 17:10:00,0.0,,United Kingdom
499865,84030B,,2,2010-03-02 17:10:00,0.0,,United Kingdom
499861,79321,,1,2010-03-02 17:10:00,0.0,,United Kingdom
499911,17109C,,-100,2010-03-03 12:09:00,0.0,,United Kingdom
499909,82607E,,-30,2010-03-03 12:09:00,0.0,,United Kingdom
499915,17109A,,-60,2010-03-03 12:10:00,0.0,,United Kingdom
499913,17109D,,-140,2010-03-03 12:10:00,0.0,,United Kingdom
499976,17013C,missing,-800,2010-03-03 14:45:00,0.0,,United Kingdom
499992,17109C,,-4,2010-03-03 16:48:00,0.0,,United Kingdom
500005,84934,missing,-1782,2010-03-04 09:49:00,0.0,,United Kingdom
500006,84741C,,-113,2010-03-04 09:49:00,0.0,,United Kingdom
500007,82613A,,156,2010-03-04 09:51:00,0.0,,United Kingdom
500027,72045D,,15,2010-03-04 11:20:00,0.0,,United Kingdom
500028,82585,,5,2010-03-04 11:22:00,0.0,,United Kingdom
500073,21662,VINTAGE GLASS COFFEE CADDY,1,2010-03-04 11:44:00,0.0,13047.0,United Kingdom
500091,22498,WOODEN REGATTA BUNTING,12,2010-03-04 12:06:00,0.0,,United Kingdom
500091,22499,WOODEN UNION JACK BUNTING,12,2010-03-04 12:06:00,0.0,,United Kingdom
500091,21243,PINK  SPOTTY PLATE ,8,2010-03-04 12:06:00,0.0,,United Kingdom
500091,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-03-04 12:06:00,0.0,,United Kingdom
500112,21477,,2,2010-03-04 12:45:00,0.0,,United Kingdom
500137,84909A,,-6,2010-03-04 15:53:00,0.0,,United Kingdom
500136,84619,,-4,2010-03-04 15:53:00,0.0,,United Kingdom
500138,84616,,-10,2010-03-04 15:54:00,0.0,,United Kingdom
500139,84469,,-80,2010-03-04 15:55:00,0.0,,United Kingdom
500140,21298,,-6,2010-03-04 15:59:00,0.0,,United Kingdom
500164,17109B,,-205,2010-03-05 09:04:00,0.0,,United Kingdom
500248,17109B,found,72,2010-03-05 12:43:00,0.0,,United Kingdom
500258,21752,lost in space,-53,2010-03-05 13:36:00,0.0,,United Kingdom
500273,22382,LUNCH BAG SPACEBOY DESIGN ,1,2010-03-05 14:42:00,0.0,,United Kingdom
500290,35096A,,54,2010-03-05 15:43:00,0.0,,United Kingdom
500291,35096B,,-66,2010-03-05 15:43:00,0.0,,United Kingdom
500321,84016,ebay sales,-3300,2010-03-07 12:03:00,0.0,,United Kingdom
500351,22203,MILK PAN RED RETROSPOT,1,2010-03-07 15:05:00,0.0,,United Kingdom
500351,21539,RETRO SPOTS BUTTER DISH,1,2010-03-07 15:05:00,0.0,,United Kingdom
500351,22199,FRYING PAN RED POLKADOT ,1,2010-03-07 15:05:00,0.0,,United Kingdom
500351,21116,OWL DOORSTOP,2,2010-03-07 15:05:00,0.0,,United Kingdom
500351,48197,DOOR MAT BIRD ON THE WIRE,3,2010-03-07 15:05:00,0.0,,United Kingdom
500351,48189,DOOR MAT FRIENDSHIP ,1,2010-03-07 15:05:00,0.0,,United Kingdom
500351,85099B,JUMBO BAG RED WHITE SPOTTY ,1,2010-03-07 15:05:00,0.0,,United Kingdom
500351,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2010-03-07 15:05:00,0.0,,United Kingdom
500351,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,1,2010-03-07 15:05:00,0.0,,United Kingdom
500351,48194,DOOR MAT HEARTS,3,2010-03-07 15:05:00,0.0,,United Kingdom
500351,21523,DOOR MAT FANCY FONT HOME SWEET HOME,3,2010-03-07 15:05:00,0.0,,United Kingdom
500351,48111,DOOR MAT 3 SMILEY CATS,1,2010-03-07 15:05:00,0.0,,United Kingdom
500351,21955,DOOR MAT UNION JACK GUNS AND ROSES,4,2010-03-07 15:05:00,0.0,,United Kingdom
500418,85014D,,-29,2010-03-08 11:56:00,0.0,,United Kingdom
500496,21914,,-12,2010-03-08 13:16:00,0.0,,United Kingdom
500497,21914,,24,2010-03-08 13:16:00,0.0,,United Kingdom
500499,21967,,3,2010-03-08 13:18:00,0.0,,United Kingdom
500543,37502,,129,2010-03-08 15:31:00,0.0,,United Kingdom
500548,79321,,1,2010-03-08 15:32:00,0.0,,United Kingdom
500545,84427B,,11,2010-03-08 15:32:00,0.0,,United Kingdom
500547,72484,,5,2010-03-08 15:32:00,0.0,,United Kingdom
500544,84427B,,2,2010-03-08 15:32:00,0.0,,United Kingdom
500550,90111,,1,2010-03-08 15:33:00,0.0,,United Kingdom
500549,85185F,,1,2010-03-08 15:33:00,0.0,,United Kingdom
500552,85049C,,1,2010-03-08 15:33:00,0.0,,United Kingdom
500553,20672,,1,2010-03-08 15:33:00,0.0,,United Kingdom
500556,21984,,2,2010-03-08 15:34:00,0.0,,United Kingdom
500554,22174,,12,2010-03-08 15:34:00,0.0,,United Kingdom
500555,90084,,2,2010-03-08 15:34:00,0.0,,United Kingdom
500557,84030B,,2,2010-03-08 15:35:00,0.0,,United Kingdom
500558,84030C,,5,2010-03-08 15:35:00,0.0,,United Kingdom
500559,22125,,2,2010-03-08 15:35:00,0.0,,United Kingdom
500560,72796A,,2,2010-03-08 15:35:00,0.0,,United Kingdom
500561,85185E,,-37,2010-03-08 15:36:00,0.0,,United Kingdom
500562,84839,damaged,-26,2010-03-08 15:37:00,0.0,,United Kingdom
500563,84623,,-27,2010-03-08 15:43:00,0.0,,United Kingdom
500569,51012L,,-45,2010-03-08 15:53:00,0.0,,United Kingdom
500570,51012C,,-1,2010-03-08 15:53:00,0.0,,United Kingdom
500572,47347B,,-122,2010-03-08 16:16:00,0.0,,United Kingdom
500623,82494L,MISSING,-310,2010-03-09 10:48:00,0.0,,United Kingdom
500657,22077,found,24,2010-03-09 11:22:00,0.0,,United Kingdom
500675,16156N,,-200,2010-03-09 12:27:00,0.0,,United Kingdom
500674,16161M,,-350,2010-03-09 12:27:00,0.0,,United Kingdom
500676,16161P,,-250,2010-03-09 12:28:00,0.0,,United Kingdom
500677,84255B,,-35,2010-03-09 12:28:00,0.0,,United Kingdom
500680,84803B,,58,2010-03-09 12:30:00,0.0,,United Kingdom
500679,46775E,,-16,2010-03-09 12:30:00,0.0,,United Kingdom
500678,84653,,-8,2010-03-09 12:30:00,0.0,,United Kingdom
500681,22273,,-36,2010-03-09 12:31:00,0.0,,United Kingdom
500682,22146,,-59,2010-03-09 12:32:00,0.0,,United Kingdom
500683,21437,,-49,2010-03-09 12:32:00,0.0,,United Kingdom
500684,84925D,,192,2010-03-09 12:33:00,0.0,,United Kingdom
500686,21443,,-3,2010-03-09 12:33:00,0.0,,United Kingdom
500687,20897,,-27,2010-03-09 12:34:00,0.0,,United Kingdom
500688,21981,,-20,2010-03-09 12:34:00,0.0,,United Kingdom
500690,81985A,,-10,2010-03-09 12:35:00,0.0,,United Kingdom
500689,21193,,-22,2010-03-09 12:35:00,0.0,,United Kingdom
500691,84925C,,-29,2010-03-09 12:36:00,0.0,,United Kingdom
500693,37502,,216,2010-03-09 12:36:00,0.0,,United Kingdom
500692,84830,,-2,2010-03-09 12:36:00,0.0,,United Kingdom
500704,21895,,-20,2010-03-09 13:44:00,0.0,,United Kingdom
500714,85189,,-60,2010-03-09 14:20:00,0.0,,United Kingdom
500735,47503F,,2,2010-03-09 16:32:00,0.0,,United Kingdom
500738,47504F,,-2916,2010-03-09 16:33:00,0.0,,United Kingdom
500743,20989,,-48,2010-03-09 17:17:00,0.0,,United Kingdom
500815,17027A,MISSING,-370,2010-03-10 11:03:00,0.0,,United Kingdom
500846,17027A,,-8,2010-03-10 12:17:00,0.0,,United Kingdom
